1-0-3-7-5-8	万
1-0-9-5-3-8	抽
1-0-9-5-3-9	拍
1-0-9-5-4-0	拐
1-0-9-5-4-1	拔
1-0-9-5-4-2	拖
1-0-9-5-4-3	招
1-0-9-5-4-4	拔
1-0-9-5-4-5	拷
1-0-9-5-4-6	拼
1-0-9-5-4-7	拽
1-0-9-5-4-8	挂
1-0-9-5-4-9	指
1-0-9-5-5-0	按
1-0-9-5-5-1	挣
1-0-9-5-5-2	挫
1-0-9-5-5-3	振
1-0-9-5-5-4	挺
1-0-9-5-5-5	挽
1-0-9-5-5-6	捎
1-0-9-5-5-7	捏
1-0-9-5-5-8	据
1-0-9-5-5-9	捷
1-0-9-5-6-0	授
1-0-9-5-6-1	排
1-0-9-5-6-2	探
1-0-9-5-6-3	接
1-0-9-5-6-4	控
1-0-9-5-6-5	推
1-0-9-5-6-6	措
1-0-9-5-6-7	掰
1-0-9-5-6-8	揾
1-0-9-5-6-9	搓
1-0-9-5-7-0	搜
1-0-9-5-7-1	搬
1-0-9-5-7-2	搭
1-0-9-5-7-3	摋
1-0-9-5-7-4	摔
1-0-9-5-7-5	揆
1-0-9-5-7-6	撅
1-0-9-5-7-7	撕
1-0-9-5-7-8	撞
1-0-9-5-7-9	撵
1-0-9-5-8-0	撸
1-0-9-5-8-1	操
1-0-9-5-8-2	擦
1-0-9-5-8-3	攒
1-0-9-5-8-4	收
1-0-9-5-8-5	改
1-0-9-5-8-6	政
1-0-9-5-8-7	故
1-0-9-5-8-8	敏
1-0-9-5-8-9	敖
1-0-9-5-9-0	敛
1-0-9-5-9-1	敬
1-0-9-5-9-2	斜
1-0-9-5-9-3	斤
1-0-9-5-9-4	施
1-0-9-5-9-5	族
1-0-9-5-9-6	无
1-0-9-5-9-7	日
1-0-9-5-9-8	且
1-0-9-5-9-9	早
1-0-9-6-0-0	旬
1-0-9-6-0-1	旭
1-0-9-6-0-2	旱
1-0-9-6-0-3	昀
1-0-9-6-0-4	昕
1-0-9-6-0-5	晒
1-0-9-6-0-6	晓
1-0-9-6-0-7	晚
1-0-9-6-0-8	晦
1-0-9-6-0-9	智
1-0-9-6-1-0	晾
1-0-9-6-1-1	暗
1-0-9-6-1-2	曙
1-0-9-6-1-3	日
1-0-9-6-1-4	曹
1-0-9-6-1-5	曾
1-0-9-6-1-6	最
1-0-9-6-1-7	有
1-0-9-6-1-8	朋
1-0-9-6-1-9	服
1-0-9-6-2-0	期
1-0-9-6-2-1	木
1-0-9-6-2-2	未
1-0-9-6-2-3	末
1-0-9-6-2-4	朴
1-0-9-6-2-5	杀
1-0-9-6-2-6	杂
1-0-9-6-2-7	权
1-0-9-6-2-8	李
1-0-9-6-2-9	杏
1-0-9-6-3-0	村
1-0-9-6-3-1	杯
1-0-9-6-3-2	松
1-0-9-6-3-3	板
1-0-9-6-3-4	析
1-0-9-6-3-5	某
1-0-9-6-3-6	染
1-0-9-6-3-7	柠
1-0-9-6-3-8	柳
1-0-9-6-3-9	栋
1-0-9-6-4-0	栗
1-0-9-6-4-1	样
1-0-9-6-4-2	根
1-0-9-6-4-3	格
1-0-9-6-4-4	栾
1-0-9-6-4-5	桐
1-0-9-6-4-6	桑
1-0-9-6-4-7	桖
1-0-9-6-4-8	桢
1-0-9-6-4-9	梁
1-0-9-6-5-0	梅
1-0-9-6-5-1	梦
1-0-9-6-5-2	检
1-0-9-6-5-3	棉
1-0-9-6-5-4	棋
1-0-9-6-5-5	棚
1-0-9-6-5-6	棵
1-0-9-6-5-7	植
1-0-9-6-5-8	椰
1-0-9-6-5-9	楼
1-0-9-6-6-0	榕
1-0-9-6-6-1	榜
1-0-9-6-6-2	榧
1-0-9-6-6-3	槍
1-0-9-6-6-4	橦
1-0-9-6-6-5	檫
1-0-9-6-6-6	檬
1-0-9-6-6-7	欣
1-0-9-6-6-8	欧
1-0-9-6-6-9	歆
1-0-9-6-7-0	歇
1-0-9-6-7-1	歌
1-0-9-6-7-2	此
1-0-9-6-7-3	步
1-0-9-6-7-4	歪
1-0-9-6-7-5	死
1-0-9-6-7-6	殷
1-0-9-6-7-7	毁
1-0-9-6-7-8	每
1-0-9-6-7-9	氪
1-0-9-6-8-0	氺
1-0-9-6-8-1	求
1-0-9-6-8-2	汕
1-0-9-6-8-3	汗
1-0-9-6-8-4	江
1-0-9-6-8-5	汪
1-0-9-6-8-6	沌
1-0-9-6-8-7	沙
1-0-9-6-8-8	沟
1-0-9-6-8-9	没
1-0-9-6-9-0	沪
1-0-9-6-9-1	沭
1-0-9-6-9-2	泛
1-0-9-6-9-3	波
1-0-9-6-9-4	泪
1-0-9-6-9-5	洋
1-0-9-6-9-6	活
1-0-9-6-9-7	浅
1-0-9-6-9-8	浆
1-0-9-6-9-9	济
1-0-9-7-0-0	浓
1-0-9-7-0-1	浙
1-0-9-7-0-2	海
1-0-9-7-0-3	涂
1-0-9-7-0-4	涌
1-0-9-7-0-5	浇
1-0-9-7-0-6	润
1-0-9-7-0-7	涪
1-0-9-7-0-8	淌
1-0-9-7-0-9	淘
1-0-9-7-1-0	淡
1-0-9-7-1-1	淦
1-0-9-7-1-2	淮
1-0-9-7-1-3	深
1-0-9-7-1-4	淳
1-0-9-7-1-5	混
1-0-9-7-1-6	添
1-0-9-7-1-7	渚
1-0-9-7-1-8	渣
1-0-9-7-1-9	温
1-0-9-7-2-0	港
1-0-9-7-2-1	渺
1-0-9-7-2-2	湍
1-0-9-7-2-3	湾
1-0-9-7-2-4	源
1-0-9-7-2-5	滙
1-0-9-7-2-6	滨
1-0-9-7-2-7	演
1-0-9-7-2-8	漠
1-0-9-7-2-9	漫
1-0-9-7-3-0	潘
1-0-9-7-3-1	澡
1-0-9-7-3-2	激
1-0-9-7-3-3	火
1-0-9-7-3-4	炒
1-0-9-7-3-5	炖
1-0-9-7-3-6	炭
1-0-9-7-3-7	炸
1-0-9-7-3-8	为
1-0-9-7-3-9	烂
1-0-9-7-4-0	烘
1-0-9-7-4-1	烟
1-0-9-7-4-2	焓
1-0-9-7-4-3	焗
1-0-9-7-4-4	焦
1-0-9-7-4-5	焰
1-0-9-7-4-6	照
1-0-9-7-4-7	熔
1-0-9-7-4-8	熠
1-0-9-7-4-9	燕
1-0-9-7-5-0	燥
1-0-9-7-5-1	爆
1-0-9-7-5-2	爰
1-0-9-7-5-3	爷
1-0-9-7-5-4	爹
1-0-9-7-5-5	片
1-0-9-7-5-6	牌
1-0-9-7-5-7	牛
1-0-9-7-5-8	物
1-0-9-7-5-9	犇
1-0-9-7-6-0	犒
1-0-9-7-6-1	狂
1-0-9-7-6-2	狠
1-0-9-7-6-3	狼
1-0-9-7-6-4	猴
1-0-9-7-6-5	玫
1-0-9-7-6-6	环
1-0-9-7-6-7	现
1-0-9-7-6-8	珍
1-0-9-7-6-9	珏
1-0-9-7-7-0	理
1-0-9-7-7-1	琛
1-0-9-7-7-2	琥
1-0-9-7-7-3	瓜
1-0-9-7-7-4	瓶
1-0-9-7-7-5	甘
1-0-9-7-7-6	甥
1-0-9-7-7-7	用
1-0-9-7-7-8	田
1-0-9-7-7-9	由
1-0-9-7-8-0	甲
1-0-9-7-8-1	申
1-0-9-7-8-2	留
1-0-9-7-8-3	畜
1-0-9-7-8-4	疼
1-0-9-7-8-5	病
1-0-9-7-8-6	痒
1-0-9-7-8-7	痘
1-0-9-7-8-8	痛
1-0-9-7-8-9	痰
1-0-9-7-9-0	瘆
1-0-9-7-9-1	瘦
1-0-9-7-9-2	发
1-0-9-7-9-3	白
1-0-9-7-9-4	的
1-0-9-7-9-5	监
1-0-9-7-9-6	盗
1-0-9-7-9-7	盛
1-0-9-7-9-8	相
1-0-9-7-9-9	盼
1-0-9-8-0-0	省
1-0-9-8-0-1	真
1-0-9-8-0-2	眨
1-0-9-8-0-3	眷
1-0-9-8-0-4	眼
1-0-9-8-0-5	着
1-0-9-8-0-6	睬
1-0-9-8-0-7	睼
1-0-9-8-0-8	睿
1-0-9-8-0-9	瞎
1-0-9-8-1-0	瞧
1-0-9-8-1-1	瞬
1-0-9-8-1-2	知
1-0-9-8-1-3	矿
1-0-9-8-1-4	码
1-0-9-8-1-5	砍
1-0-9-8-1-6	研
1-0-9-8-1-7	破
1-0-9-8-1-8	硬
1-0-9-8-1-9	确
1-0-9-8-2-0	碰
1-0-9-8-2-1	祢
1-0-9-8-2-2	祺
1-0-9-8-2-3	禁
1-0-9-8-2-4	禧
1-0-9-8-2-5	秀
1-0-9-8-2-6	私
1-0-9-8-2-7	秉
1-0-9-8-2-8	种
1-0-9-8-2-9	称
1-0-9-8-3-0	稀
1-0-9-8-3-1	稍
1-0-9-8-3-2	穷
1-0-9-8-3-3	空
1-0-9-8-3-4	竟
1-0-9-8-3-5	童
1-0-9-8-3-6	竺
1-0-9-8-3-7	哭
1-0-9-8-3-8	笨
1-0-9-8-3-9	第
1-0-9-8-4-0	筑
1-0-9-8-4-1	箜
1-0-9-8-4-2	箫
1-0-9-8-4-3	箱
1-0-9-8-4-4	粗
1-0-9-8-4-5	粘
1-0-9-8-4-6	粤
1-0-9-8-4-7	粮
1-0-9-8-4-8	糖
1-0-9-8-4-9	糗
1-0-9-8-5-0	素
1-0-9-8-5-1	紫
1-0-9-8-5-2	累
1-0-9-8-5-3	细
1-0-9-8-5-4	纠
1-0-9-8-5-5	红
1-0-9-8-5-6	纱
1-0-9-8-5-7	纳
1-0-9-8-5-8	纸
1-0-9-8-5-9	线
1-0-9-8-6-0	组
1-0-9-8-6-1	细
1-0-9-8-6-2	绍
1-0-9-8-6-3	绑
1-0-9-8-6-4	结
1-0-9-8-6-5	绕
1-0-9-8-6-6	绪
1-0-9-8-6-7	续
1-0-9-8-6-8	绮
1-0-9-8-6-9	维
1-0-9-8-7-0	绾
1-0-9-8-7-1	缆
1-0-9-8-7-2	罗
1-0-9-8-7-3	罚
1-0-9-8-7-4	羧
1-0-9-8-7-5	翅
1-0-9-8-7-6	翔
1-0-9-8-7-7	翠
1-0-9-8-7-8	翱
1-0-9-8-7-9	考
1-0-9-8-8-0	耐
1-0-9-8-8-1	耕
1-0-9-8-8-2	耗
1-0-9-8-8-3	耶
1-0-9-8-8-4	耻
1-0-9-8-8-5	耿
1-0-9-8-8-6	聂
1-0-9-8-8-7	聊
1-0-9-8-8-8	聚
1-0-9-8-8-9	肃
1-0-9-8-9-0	肉
1-0-9-8-9-1	肖
1-0-9-8-9-2	股
1-0-9-8-9-3	肥
1-0-9-8-9-4	肧
1-0-9-8-9-5	肺
1-0-9-8-9-6	胀
1-0-9-8-9-7	胃
1-0-9-8-9-8	胆
1-0-9-8-9-9	胖
1-0-9-9-0-0	胚
1-0-9-9-0-1	脉
1-0-9-9-0-2	脏
1-0-9-9-0-3	脑
1-0-9-9-0-4	脚
1-0-9-9-0-5	脸
1-0-9-9-0-6	腊
1-0-9-9-0-7	腌
1-0-9-9-0-8	腔
1-0-9-9-0-9	腧
1-0-9-9-1-0	腻
1-0-9-9-1-1	膈
1-0-9-9-1-2	膜
1-0-9-9-1-3	臊
1-0-9-9-1-4	臧
1-0-9-9-1-5	忍
1-0-9-9-1-6	台
1-0-9-9-1-7	舅
1-0-9-9-1-8	舌
1-0-9-9-1-9	舍
1-0-9-9-2-0	舒
1-0-9-9-2-1	舜
1-0-9-9-2-2	舞
1-0-9-9-2-3	色
1-0-9-9-2-4	艳
1-0-9-9-2-5	艹
1-0-9-9-2-6	艺
1-0-9-9-2-7	节
1-0-9-9-2-8	芬
1-0-9-9-2-9	芭
1-0-9-9-3-0	芮
1-0-9-9-3-1	芸
1-0-9-9-3-2	芹
1-0-9-9-3-3	芽
1-0-9-9-3-4	苋
1-0-9-9-3-5	苗
1-0-9-9-3-6	若
1-0-9-9-3-7	苹
1-0-9-9-3-8	范
1-0-9-9-3-9	茄
1-0-9-9-4-0	茆
1-0-9-9-4-1	茌
1-0-9-9-4-2	茬
1-0-9-9-4-3	茹
1-0-9-9-4-4	草
1-0-9-9-4-5	荣
1-0-9-9-4-6	药
1-0-9-9-4-7	荳
1-0-9-9-4-8	莂
1-0-9-9-4-9	莎
1-0-9-9-5-0	莱
1-0-9-9-5-1	菱
1-0-9-9-5-2	菲
1-0-9-9-5-3	萌
1-0-9-9-5-4	萱
1-0-9-9-5-5	落
1-0-9-9-5-6	著
1-0-9-9-5-7	葬
1-0-9-9-5-8	蒋
1-0-9-9-5-9	蒙
1-0-9-9-6-0	蔚
1-0-9-9-6-1	蕉
1-0-9-9-6-2	蕴
1-0-9-9-6-3	蕾
1-0-9-9-6-4	薅
1-0-9-9-6-5	虫
1-0-9-9-6-6	蚊
1-0-9-9-6-7	蛉
1-0-9-9-6-8	蛮
1-0-9-9-6-9	蜂
1-0-9-9-7-0	蝉
1-0-9-9-7-1	蝎
1-0-9-9-7-2	血
1-0-9-9-7-3	行
1-0-9-9-7-4	街
1-0-9-9-7-5	补
1-0-9-9-7-6	衫
1-0-9-9-7-7	袁
1-0-9-9-7-8	袜
1-0-9-9-7-9	被
1-0-9-9-8-0	裂
1-0-9-9-8-1	装
1-0-9-9-8-2	裆
1-0-9-9-8-3	西
1-0-9-9-8-4	觅
1-0-9-9-8-5	觉
1-0-9-9-8-6	言
1-0-9-9-8-7	计
1-0-9-9-8-8	让
1-0-9-9-8-9	训
1-0-9-9-9-0	讲
1-0-9-9-9-1	讹
1-0-9-9-9-2	评
1-0-9-9-9-3	诊
1-0-9-9-9-4	译
1-0-9-9-9-5	话
1-0-9-9-9-6	说
1-0-9-9-9-7	诿
1-0-9-9-9-8	谈
1-0-9-9-9-9	谎
1-1-0-0-0-0	谭
1-1-0-0-0-1	谷
1-1-0-0-0-2	豪
1-1-0-0-0-3	豹
1-1-0-0-0-4	貉
1-1-0-0-0-5	負
1-1-0-0-0-6	賀
1-1-0-0-0-7	赚
1-1-0-0-0-8	贝
1-1-0-0-0-9	负
1-1-0-0-1-0	财
1-1-0-0-1-1	账
1-1-0-0-1-2	贱
1-1-0-0-1-3	贲
1-1-0-0-1-4	赛
1-1-0-0-1-5	赞
1-1-0-0-1-6	赢
1-1-0-0-1-7	赶
1-1-0-0-1-8	超
1-1-0-0-1-9	趟
1-1-0-0-2-0	趣
1-1-0-0-2-1	跃
1-1-0-0-2-2	跌
1-1-0-0-2-3	跑
1-1-0-0-2-4	跟
1-1-0-0-2-5	蹲
1-1-0-0-2-6	身
1-1-0-0-2-7	車
1-1-0-0-2-8	轩
1-1-0-0-2-9	轮
1-1-0-0-3-0	轰
1-1-0-0-3-1	轴
1-1-0-0-3-2	轶
1-1-0-0-3-3	轻
1-1-0-0-3-4	载
1-1-0-0-3-5	辅
1-1-0-0-3-6	辊
1-1-0-0-3-7	输
1-1-0-0-3-8	迅
1-1-0-0-3-9	迎
1-1-0-0-4-0	运
1-1-0-0-4-1	进
1-1-0-0-4-2	连
1-1-0-0-4-3	迥
1-1-0-0-4-4	退
1-1-0-0-4-5	送
1-1-0-0-4-6	透
1-1-0-0-4-7	逗
1-1-0-0-4-8	这
1-1-0-0-4-9	逛
1-1-0-0-5-0	遇
1-1-0-0-5-1	遍
1-1-0-0-5-2	遛
1-1-0-0-5-3	遵
1-1-0-0-5-4	邀
1-1-0-0-5-5	邓
1-1-0-0-5-6	邢
1-1-0-0-5-7	邦
1-1-0-0-5-8	郝
1-1-0-0-5-9	郡
1-1-0-0-6-0	部
1-1-0-0-6-1	郭
1-1-0-0-6-2	配
1-1-0-0-6-3	酔
1-1-0-0-6-4	酵
1-1-0-0-6-5	酶
1-1-0-0-6-6	钙
1-1-0-0-6-7	钤
1-1-0-0-6-8	钧
1-1-0-0-6-9	钱
1-1-0-0-7-0	钿
1-1-0-0-7-1	铎
1-1-0-0-7-2	铝
1-1-0-0-7-3	铺
1-1-0-0-7-4	锁
1-1-0-0-7-5	锤
1-1-0-0-7-6	锥
1-1-0-0-7-7	锦
1-1-0-0-7-8	长
1-1-0-0-7-9	閪
1-1-0-0-8-0	闪
1-1-0-0-8-1	闫
1-1-0-0-8-2	闲
1-1-0-0-8-3	间
1-1-0-0-8-4	阜
1-1-0-0-8-5	队
1-1-0-0-8-6	阮
1-1-0-0-8-7	防
1-1-0-0-8-8	阳
1-1-0-0-8-9	阿
1-1-0-0-9-0	陆
1-1-0-0-9-1	陕
1-1-0-0-9-2	陶
1-1-0-0-9-3	隋
1-1-0-0-9-4	隐
1-1-0-0-9-5	难
1-1-0-0-9-6	雅
1-1-0-0-9-7	雍
1-1-0-0-9-8	零
1-1-0-0-9-9	霉
1-1-0-1-0-0	霞
1-1-0-1-0-1	霸
1-1-0-1-0-2	青
1-1-0-1-0-3	静
1-1-0-1-0-4	鞋
1-1-0-1-0-5	音
1-1-0-1-0-6	韶
1-1-0-1-0-7	頋
1-1-0-1-0-8	顶
1-1-0-1-0-9	项
1-1-0-1-1-0	须
1-1-0-1-1-1	领
1-1-0-1-1-2	频
1-1-0-1-1-3	颖
1-1-0-1-1-4	题
1-1-0-1-1-5	颞
1-1-0-1-1-6	风
1-1-0-1-1-7	飘
1-1-0-1-1-8	飞
1-1-0-1-1-9	食
1-1-0-1-2-0	餃
1-1-0-1-2-1	餐
1-1-0-1-2-2	饮
1-1-0-1-2-3	饺
1-1-0-1-2-4	馍
1-1-0-1-2-5	香
1-1-0-1-2-6	验
1-1-0-1-2-7	骑
1-1-0-1-2-8	骗
1-1-0-1-2-9	骚
1-1-0-1-3-0	骧
1-1-0-1-3-1	骨
1-1-0-1-3-2	魏
1-1-0-1-3-3	鲁
1-1-0-1-3-4	鲤
1-1-0-1-3-5	鲸
1-1-0-1-3-6	鸠
1-1-0-1-3-7	鸡
1-1-0-1-3-8	鸬
1-1-0-1-3-9	鸿
1-1-0-1-4-0	鹅
1-1-0-1-4-1	鹏
1-1-0-1-4-2	麟
1-1-0-1-4-3	麦
1-1-0-1-4-4	麻
1-1-0-1-4-5	麽
1-1-0-1-4-6	鼓
1-1-0-1-4-7	鼻
1-1-0-1-4-8	丁
1-1-0-1-4-9	七
1-1-0-1-5-0	不
1-1-0-1-5-1	专
1-1-0-1-5-2	且
1-1-0-1-5-3	业
1-1-0-1-5-4	丝
1-1-0-1-5-5	丢
1-1-0-1-5-6	个
1-1-0-1-5-7	为
1-1-0-1-5-8	之
1-1-0-1-5-9	走
1-1-0-1-6-0	乘
1-1-0-1-6-1	九
1-1-0-1-6-2	乱
1-1-0-1-6-3	乳
1-1-0-1-6-4	事
1-1-0-1-6-5	方
1-1-0-1-6-6	互
1-1-0-1-6-7	五
1-1-0-1-6-8	交
1-1-0-1-6-9	产
1-1-0-1-7-0	亨
1-1-0-1-7-1	亿
1-1-0-1-7-2	什
1-1-0-1-7-3	仁
1-1-0-1-7-4	今
1-1-0-1-7-5	介
1-1-0-1-7-6	仗
1-1-0-1-7-7	代
1-1-0-1-7-8	们
1-1-0-1-7-9	仲
1-1-0-1-8-0	价
1-1-0-1-8-1	份
1-1-0-1-8-2	伍
1-1-0-1-8-3	伐
1-1-0-1-8-4	优
1-1-0-1-8-5	伙
1-1-0-1-8-6	会
1-1-0-1-8-7	伞
1-1-0-1-8-8	伟
1-1-0-1-8-9	传
1-1-0-1-9-0	伴
1-1-0-1-9-1	伸
1-1-0-1-9-2	伽
1-1-0-1-9-3	但
1-1-0-1-9-4	位
1-1-0-1-9-5	低
1-1-0-1-9-6	住
1-1-0-1-9-7	体
1-1-0-1-9-8	何
1-1-0-1-9-9	你
1-1-0-2-0-0	佬
1-1-0-2-0-1	侃
1-1-0-2-0-2	供
1-1-0-2-0-3	依
1-1-0-2-0-4	侯
1-1-0-2-0-5	係
1-1-0-2-0-6	诶
1-1-0-2-0-7	俑
1-1-0-2-0-8	保
1-1-0-2-0-9	俞
1-1-0-2-1-0	俩
1-1-0-2-1-1	修
1-1-0-2-1-2	俾
1-1-0-2-1-3	倚
1-1-0-2-1-4	倩
1-1-0-2-1-5	倪
1-1-0-2-1-6	假
1-1-0-2-1-7	偏
1-1-0-2-1-8	偸
1-1-0-2-1-9	催
1-1-0-2-2-0	像
1-1-0-2-2-1	僵
1-1-0-2-2-2	光
1-1-0-2-2-3	克
1-1-0-2-2-4	免
1-1-0-2-2-5	兔
1-1-0-2-2-6	公
1-1-0-2-2-7	兵
1-1-0-2-2-8	冈
1-1-0-2-2-9	再
1-1-0-2-3-0	冰
1-1-0-2-3-1	冻
1-1-0-2-3-2	壮
1-1-0-2-3-3	凌
1-1-0-2-3-4	减
1-1-0-2-3-5	凑
1-1-0-2-3-6	凭
1-1-0-2-3-7	分
1-1-0-2-3-8	刑
1-1-0-2-3-9	划
1-1-0-2-4-0	别
1-1-0-2-4-1	刘
1-1-0-2-4-2	创
1-1-0-2-4-3	初
1-1-0-2-4-4	刨
1-1-0-2-4-5	利
1-1-0-2-4-6	到
1-1-0-2-4-7	券
1-1-0-2-4-8	前
1-1-0-2-4-9	副
1-1-0-2-5-0	劈
1-1-0-2-5-1	力
1-1-0-2-5-2	努
1-1-0-2-5-3	勒
1-1-0-2-5-4	勝
1-1-0-2-5-5	勾
1-1-0-2-5-6	勿
1-1-0-2-5-7	化
1-1-0-2-5-8	北
1-1-0-2-5-9	匠
1-1-0-2-6-0	区
1-1-0-2-6-1	十
1-1-0-2-6-2	千
1-1-0-2-6-3	卜
1-1-0-2-6-4	卢
1-1-0-2-6-5	卷
1-1-0-2-6-6	厅
1-1-0-2-6-7	历
1-1-0-2-6-8	压
1-1-0-2-6-9	厚
1-1-0-2-7-0	发
1-1-0-2-7-1	取
1-1-0-2-7-2	口
1-1-0-2-7-3	古
1-1-0-2-7-4	只
1-1-0-2-7-5	叫
1-1-0-2-7-6	可
1-1-0-2-7-7	司
1-1-0-2-7-8	呁
1-1-0-2-7-9	吃
1-1-0-2-8-0	合
1-1-0-2-8-1	吉
1-1-0-2-8-2	吊
1-1-0-2-8-3	同
1-1-0-2-8-4	名
1-1-0-2-8-5	吖
1-1-0-2-8-6	君
1-1-0-2-8-7	吞
1-1-0-2-8-8	否
1-1-0-2-8-9	呵
1-1-0-2-9-0	吱
1-1-0-2-9-1	吴
1-1-0-2-9-2	吸
1-1-0-2-9-3	吻
1-1-0-2-9-4	吾
1-1-0-2-9-5	告
1-1-0-2-9-6	呐
1-1-0-2-9-7	呛
1-1-0-2-9-8	呦
1-1-0-2-9-9	周
1-1-0-3-0-0	呵
1-1-0-3-0-1	呸
1-1-0-3-0-2	命
1-1-0-3-0-3	昸
1-1-0-3-0-4	咧
1-1-0-3-0-5	咪
1-1-0-3-0-6	咱
1-1-0-3-0-7	咯
1-1-0-3-0-8	哑
1-1-0-3-0-9	哔
1-1-0-3-1-0	哗
1-1-0-3-1-1	哦
1-1-0-3-1-2	哩
1-1-0-3-1-3	哼
1-1-0-3-1-4	唁
1-1-0-3-1-5	㖵
1-1-0-3-1-6	唉
1-1-0-3-1-7	唐
1-1-0-3-1-8	唠
1-1-0-3-1-9	售
1-1-0-3-2-0	商
1-1-0-3-2-1	啥
1-1-0-3-2-2	啧
1-1-0-3-2-3	啸
1-1-0-3-2-4	喂
1-1-0-3-2-5	喃
1-1-0-3-2-6	喈
1-1-0-3-2-7	喊
1-1-0-3-2-8	喔
1-1-0-3-2-9	喲
1-1-0-3-3-0	喵
1-1-0-3-3-1	喽
1-1-0-3-3-2	喾
1-1-0-3-3-3	嗨
1-1-0-3-3-4	嗯
1-1-0-3-3-5	嗷
1-1-0-3-3-6	嘁
1-1-0-3-3-7	嘞
1-1-0-3-3-8	嘴
1-1-0-3-3-9	嘿
1-1-0-3-4-0	噎
1-1-0-3-4-1	噩
1-1-0-3-4-2	噻
1-1-0-3-4-3	囊
1-1-0-3-4-4	回
1-1-0-3-4-5	因
1-1-0-3-4-6	困
1-1-0-3-4-7	图
1-1-0-3-4-8	圆
1-1-0-3-4-9	址
1-1-0-3-5-0	均
1-1-0-3-5-1	坏
1-1-0-3-5-2	坝
1-1-0-3-5-3	坟
1-1-0-3-5-4	垃
1-1-0-3-5-5	埠
1-1-0-3-5-6	培
1-1-0-3-5-7	基
1-1-0-3-5-8	堆
1-1-0-3-5-9	堪
1-1-0-3-6-0	堰
1-1-0-3-6-1	堵
1-1-0-3-6-2	塑
1-1-0-3-6-3	填
1-1-0-3-6-4	墩
1-1-0-3-6-5	壕
1-1-0-3-6-6	士
1-1-0-3-6-7	处
1-1-0-3-6-8	备
1-1-0-3-6-9	复
1-1-0-3-7-0	外
1-1-0-3-7-1	夜
1-1-0-3-7-2	大
1-1-0-3-7-3	夫
1-1-0-3-7-4	夯
1-1-0-3-7-5	夸
1-1-0-3-7-6	夹
1-1-0-3-7-7	奥
1-1-0-3-7-8	女
1-1-0-3-7-9	奸
1-1-0-3-8-0	如
1-1-0-3-8-1	妓
1-1-0-3-8-2	妞
1-1-0-3-8-3	妹
1-1-0-3-8-4	妻
1-1-0-3-8-5	妾
1-1-0-3-8-6	姊
1-1-0-3-8-7	始
1-1-0-3-8-8	姗
1-1-0-3-8-9	姜
1-1-0-3-9-0	姣
1-1-0-3-9-1	姬
1-1-0-3-9-2	娃
1-1-0-3-9-3	娇
1-1-0-3-9-4	娘
1-1-0-3-9-5	娟
1-1-0-3-9-6	婊
1-1-0-3-9-7	婕
1-1-0-3-9-8	婚
1-1-0-3-9-9	婧
1-1-0-4-0-0	媤
1-1-0-4-0-1	嫁
1-1-0-4-0-2	子
1-1-0-4-0-3	字
1-1-0-4-0-4	存
1-1-0-4-0-5	孚
1-1-0-4-0-6	季
1-1-0-4-0-7	宇
1-1-0-4-0-8	安
1-1-0-4-0-9	宏
1-1-0-4-1-0	官
1-1-0-4-1-1	定
1-1-0-4-1-2	审
1-1-0-4-1-3	宽
1-1-0-4-1-4	寄
1-1-0-4-1-5	富
1-1-0-4-1-6	寝
1-1-0-4-1-7	寸
1-1-0-4-1-8	封
1-1-0-4-1-9	将
1-1-0-4-2-0	尊
1-1-0-4-2-1	市
1-1-0-4-2-2	尖
1-1-0-4-2-3	尹
1-1-0-4-2-4	尼
1-1-0-4-2-5	尽
1-1-0-4-2-6	尿
1-1-0-4-2-7	层
1-1-0-4-2-8	居
1-1-0-4-2-9	屌
1-1-0-4-3-0	屎
1-1-0-4-3-1	展
1-1-0-4-3-2	山
1-1-0-4-3-3	岁
1-1-0-4-3-4	岚
1-1-0-4-3-5	岩
1-1-0-4-3-6	峰
1-1-0-4-3-7	崴
1-1-0-4-3-8	川
1-1-0-4-3-9	巨
1-1-0-4-4-0	差
1-1-0-4-4-1	巴
1-1-0-4-4-2	巾
1-1-0-4-4-3	审
1-1-0-4-4-4	帅
1-1-0-4-4-5	帆
1-1-0-4-4-6	帐
1-1-0-4-4-7	帮
1-1-0-4-4-8	幕
1-1-0-4-4-9	并
1-1-0-4-5-0	幸
1-1-0-4-5-1	广
1-1-0-4-5-2	庄
1-1-0-4-5-3	床
1-1-0-4-5-4	底
1-1-0-4-5-5	店
1-1-0-4-5-6	座
1-1-0-4-5-7	康
1-1-0-4-5-8	庾
1-1-0-4-5-9	廉
1-1-0-4-6-0	廊
1-1-0-4-6-1	廖
1-1-0-4-6-2	开
1-1-0-4-6-3	弥
1-1-0-4-6-4	弧
1-1-0-4-6-5	張
1-1-0-4-6-6	强
1-1-0-4-6-7	当
1-1-0-4-6-8	彩
1-1-0-4-6-9	彬
1-1-0-4-7-0	彭
1-1-0-4-7-1	径
1-1-0-4-7-2	徐
1-1-0-4-7-3	得
1-1-0-4-7-4	微
1-1-0-4-7-5	徽
1-1-0-4-7-6	心
1-1-0-4-7-7	忍
1-1-0-4-7-8	忒
1-1-0-4-7-9	忧
1-1-0-4-8-0	快
1-1-0-4-8-1	念
1-1-0-4-8-2	忽
1-1-0-4-8-3	怂
1-1-0-4-8-4	怎
1-1-0-4-8-5	怡
1-1-0-4-8-6	总
1-1-0-4-8-7	息
